Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
porthill,DE,13672,345,136.243.176.148,static.148.176.243.136.clients.your-server.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2016-02-03,HETZNER-AS - DE,24940,59400,None
dorrisdeebrown,SE,13465,60,192.36.27.4,192.36.27.4,80,None,0,1,1,1,0,1,1,1,0,Tor 0.3.0.1-alpha on Linux,0,0,2016-12-23,ZWIEBELFREUNDE - AT,60729,45500,[2a03:f85:8::4]:80
TykRelay02,DE,13249,559,144.76.253.229,torrelay.kush.tyknet.dk,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-03,HETZNER-AS - DE,24940,67000,None
SchizoTor,FR,13238,335,188.165.194.195,ns3096483.ip-188-165-194.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-10-31,OVH - FR,16276,69300,None
TheLoneGunmen,NL,13235,1742,213.163.70.234,frohike.x-file.ma.cx,443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on OpenBSD,0,0,2015-04-12,INTERACTIVE3D - NL,49544,55800,None
TykRelay01,DK,13199,559,85.235.250.88,torrelay.bong.tyknet.dk,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-03,WEBPARTNER WEBPARTNER A/S is a Danish Internet Service Provider- DK,9167,54400,None
Necto5,RO,13138,1027,93.115.95.206,lh28409.voxility.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-08-28,VOXILITY - RO,3223,47500,None
russellteapot,SE,13036,60,192.36.27.6,192.36.27.6,443,None,0,1,1,1,0,1,1,1,0,Tor 0.3.0.1-alpha on Linux,0,0,2016-12-23,ZWIEBELFREUNDE - AT,60729,50900,[2a03:f85:8::6]:443
csUniHB,DE,13019,352,134.102.200.101,tor.informatik.uni-bremen.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on SunOS,0,0,2014-06-25,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,38400,[2001:638:708:30c8::65]:9001
arnall,DK,12958,6753,82.103.140.87,e82-103-140-87s.cust.easyspeedy.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,EASYSPEEDY-AS - DK,30736,68100,None
edwardsnowden1,RO,12924,336,109.163.234.8,edwardsnowden1.torservers.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-11-15,VOXILITY - RO,3223,35600,None
ccrelaycc,NL,12866,333,95.85.8.226,95.85.8.226,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-07-04,DIGITALOCEAN-ASN-1 - EU,200130,67500,None
fluxe4,DE,12845,351,131.188.40.188,angmar.informatik.uni-erlangen.de,80,443,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2013-12-20,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,47500,None
eddy,NL,12747,329,109.201.133.100,.,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-12-10,NFORCE - NL,43350,26100,None
stoychev,DE,12713,535,104.238.167.111,104.238.167.111.vultr.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-10-29,AS-CHOOPA - Choopa- LLC- US,20473,36800,None
Unnamed,FR,12434,351,62.210.37.82,62-210-37-82.rev.poneytelecom.eu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-08-27,AS12876 - FR,12876,41700,[2001:bc8:3c96:100::82]:443
saisamon,NL,12423,5890,5.255.61.130,.,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-05-03,INETLTD - TR,197328,55300,None
kitten2,FR,12293,350,62.210.124.124,imirhil.fr,9101,9130,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-08-02,AS12876 - FR,12876,61500,[2001:bc8:3f23:100::1]:9101
0x3d005,DE,12148,1259,62.138.7.171,shop2.peptest.ch,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.3.0.0-alpha-dev on Linux,0,0,2016-09-23,PLUSSERVER-AS - DE,8972,61700,None
kitten1,FR,12127,351,62.210.124.124,imirhil.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-06-04,AS12876 - FR,12876,61300,[2001:bc8:3f23:100::1]:9001
joszef,FR,12095,5871,195.154.209.91,195-154-209-91.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-05-04,AS12876 - FR,12876,66300,None
Necto3,RO,12043,1217,93.115.95.204,lh28409.voxility.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-08-28,VOXILITY - RO,3223,27900,None
perseus,DE,12038,396,176.9.192.171,static.171.192.9.176.clients.your-server.de,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2013-10-04,HETZNER-AS - DE,24940,59800,None
NotSecureAs,DE,12024,352,178.77.123.41,ds178-77-123-41.dedicated.hosteurope.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-07-05,HOSTEUROPE-AS - DE,20773,43600,None
HY100,NL,11995,251,178.62.197.82,tor2.hy130.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-03-19,DIGITALOCEAN-ASN-3 - NL,202018,45700,None
wien,FR,11934,10,94.23.247.42,ns381528.ip-94-23-247.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-02-03,OVH - FR,16276,84900,None
chopin,GB,11882,1571,141.0.146.14,141.0.146.14.bcube.co.uk,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-03-05,BCUBE-AS - GB,56478,67400,None
tor4thepeople3,FR,11854,186,51.15.43.205,tor4thepeople3.torexitnode.net,9101,None,0,1,1,1,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-11-02,AS12876 - FR,12876,20,None
mordoc,DE,11821,2194,136.243.149.82,static.82.149.243.136.clients.your-server.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-09-21,HETZNER-AS - DE,24940,70600,None
niftypedetes,GB,11776,614,185.21.217.33,thisis.feralhosting.com,13370,13371,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-08-24,FERAL Feral Hosting- GB,200052,96900,None
SchizoTor2,FR,11776,335,94.23.1.164,ns365045.ip-94-23-1.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-05-13,OVH - FR,16276,39700,None
TORminion,FR,11747,3015,195.154.255.174,195-154-255-174.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-04-27,AS12876 - FR,12876,51400,None
BlueLine,GB,11713,17,178.62.22.36,178.62.22.36,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-03-15,DIGITALOCEAN-ASN-2 - GB,202109,55200,[2a03:b0c0:1:d0::174:1]:9050
epow0tornode,DE,11689,2879,146.0.32.144,tor.epow0.org,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2012-01-25,MYLOC-AS - DE,24961,60100,None
sela,DE,11672,2951,94.23.165.38,sela.torservers.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-06-03,OVH - FR,16276,54600,None
vidal,FR,11651,2364,195.154.183.159,s68-paris.cloud-center.ro,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-09-27,AS12876 - FR,12876,63100,None
Hadia,FR,11585,334,163.172.170.212,tor-exit-node-readme.liberty.org.il,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-17,AS12876 - FR,12876,20,None
PiratenParteiNRW,DE,11572,1015,5.199.130.188,tor.piratenpartei-nrw.de,443,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-04-08,MYLOC-AS - DE,24961,32400,[2001:4ba0:fff9:160::2]:443
x76slvferal2,GB,11453,1345,185.21.216.157,thisis.feralhosting.com,9003,9004,0,0,1,1,0,1,1,1,1,Tor 0.2.9.5-alpha on Linux,0,0,2016-10-03,FERAL Feral Hosting- GB,200052,83800,None
heartsucker1,DE,11439,327,88.99.27.231,tor-1.heartsucker.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-11-13,HETZNER-AS - DE,24940,43500,None
Ombrophilia,DE,11332,38,46.101.186.212,46.101.186.212,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-09-28,DIGITALOCEAN-GERMANY - DE,201229,51800,None
CalyxInstitute07,NL,11268,35,82.94.251.227,mail.calyx.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2013-11-05,XS4ALL-NL Amsterdam- NL,3265,54300,None
BabylonNetwork00,FR,11260,65,149.202.98.160,0.tor.exit.babylon.network,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha-dev on Linux,0,0,2016-01-20,OVH - FR,16276,15300,[2001:41d0:8:4528::160]:443
kasperskytor01,RO,11241,538,37.221.162.226,lh25627.voxility.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2013-11-12,VOXILITY - RO,3223,35700,None
polizeierziehung,NL,11183,352,95.211.138.7,polizei-erziehung.fabiankeil.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha on ElectroBSD,0,0,2015-01-06,LEASEWEB-NL Netherlands- NL,60781,54500,None
bauruine202,FR,11181,343,62.210.137.230,tyr.tuxli.ch,8443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-04-14,AS12876 - FR,12876,52700,[2001:bc8:31d3:100::1]:8443
PersilfuersNetz,CH,11161,500,212.51.156.173,212-51-156-173.fiber7.init7.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2014-11-09,INIT7 - CH,13030,33400,[2a02:168:4a26:a::101]:9001
bakunin,SE,11127,304,178.16.208.57,bakunin.gtor.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-01-29,SITABINFRA-NORDIC-AS - NO,50989,45600,[2a00:1c20:4089:1234:7825:2c5d:1ecd:c66f]:443
wardsback,FR,11113,1796,212.129.62.232,tor.relay.wardsback.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-01-05,AS12876 - FR,12876,41100,None
Unnamed,GR,11093,1005,91.138.253.244,91.138.253.244,53241,None,0,1,1,1,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-11-22,HOL-GR Athens- Greece- GR,3329,23000,None
LetsHelpSomePPL,NL,11078,128,80.127.109.50,a80-127-109-50.adsl.xs4all.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-07-29,XS4ALL-NL Amsterdam- NL,3265,39500,None
ponttor,DE,11066,1504,134.130.181.212,ponttor.kawo2.rwth-aachen.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2015-10-16,RWTH-AS - DE,47610,40500,None
OrangeLine,NL,11003,10,188.166.23.127,188.166.23.127,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-06-04,DIGITALOCEAN-ASN-3 - NL,202018,75600,[2a03:b0c0:2:d0::27b:7001]:9050
peace,DE,11002,733,138.201.149.20,static.20.149.201.138.clients.your-server.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-08-26,HETZNER-AS - DE,24940,32100,None
demang,DE,10956,8047,93.115.91.66,lh28943.voxility.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-02-03,VOXILITY - RO,3223,38000,None
bradburn,FR,10946,4160,62.210.125.130,62-210-125-130.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-07-14,AS12876 - FR,12876,46000,None
birnley,IT,10941,350,158.58.173.78,158.58.173.78,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-05-03,ASSEFLOW Amsterdam Internet Exchange (AMS-IX)- IT,49367,20,None
kili,NL,10799,1216,178.62.173.203,kili.joostrijneveld.nl,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-10-20,DIGITALOCEAN-ASN-1 - EU,200130,27100,[2a03:b0c0:0:1010::a4:b001]:9001
rofltor1,FR,10747,37,164.132.77.175,tor-relay1.rofl.cat,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-02-16,OVH - FR,16276,56900,None
v73,DE,10640,670,5.9.62.73,v73.c-m-s.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-22,HETZNER-AS - DE,24940,84300,None
TykRelay06,DK,10553,559,185.96.180.29,185.96.180.29,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-06,BORNFIBER - DK,24800,44900,None
Torild,NO,10550,74,37.123.133.149,h-133-149.a2.corp.bahnhof.no,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-11-15,BAHNHOF http://www.bahnhof.net/- SE,8473,18400,None
ENiGMA,DE,10545,260,5.9.121.207,static.207.121.9.5.clients.your-server.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-04-25,HETZNER-AS - DE,24940,62600,None
AVUSBerlin02,DE,10460,36,213.61.66.117,213.61.66.117,9002,9032,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-01-15,COLT - GB,8220,41000,None
donaTor,FR,10410,889,195.154.171.24,195-154-171-24.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-06-18,AS12876 - FR,12876,72600,None
DigiGesTor2e1,CH,10388,131,176.10.104.243,tor2e1.digitale-gesellschaft.ch,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-06-17,AS-SOFTPLUS - CH,51395,31100,None
BabylonNetwork01,FR,10346,65,149.202.98.161,1.tor.exit.babylon.network,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha-dev on Linux,0,0,2016-01-21,OVH - FR,16276,22000,[2001:41d0:8:4528::161]:443
UnivOfPAExit,US,10290,724,158.130.0.242,tor-exit-node.seas.upenn.edu,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.8.10 on Linux,0,0,2015-09-03,UPENN - University of Pennsylvania- US,55,25800,[2607:f470:8:4001::2]:443
niftytexasmouse,FR,10275,310,151.80.238.152,151.80.238.152,80,443,0,1,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-23,OVH - FR,16276,32700,None
x76slvferal1,GB,10252,1345,185.21.216.157,thisis.feralhosting.com,9001,9002,0,0,1,1,0,1,1,1,1,Tor 0.2.9.5-alpha on Linux,0,0,2016-10-03,FERAL Feral Hosting- GB,200052,53800,None
bauruine201,FR,10221,343,62.210.137.230,tyr.tuxli.ch,8843,8888,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-04-14,AS12876 - FR,12876,60400,[2001:bc8:31d3:100::1]:3443
Asmer2,FR,10167,235,51.255.202.66,tor2.asmer.com.ua,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-12-22,OVH - FR,16276,17400,None
AlGrothendieck,FR,10103,599,80.67.172.162,algrothendieck.globenet.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-06-09,GITOYEN-MAIN-AS The main Autonomous System of Gitoyen (Paris- France).- FR,20766,33500,None
dumpster,DE,10103,704,81.30.158.213,tor-relay.dumpster.at,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-12-26,MYLOC-AS - DE,24961,53500,[2001:4ba0:cafe:e84::1]:9001
plup,DE,10087,1594,46.19.93.214,46.19.93.214,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-11-22,X23 - DE,47277,32000,None
snlths,NL,10036,12,146.185.157.61,146.185.157.61,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-04-04,DIGITALOCEAN-ASN-1 - EU,200130,47200,None
edwall,CZ,10025,791,87.236.194.23,unassigned-87.236.194.23.coolhousing.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-05-03,COOLHOUSING-AS Vinohradska 190- CZ,35592,38400,None
torwedos,CZ,10025,10,46.28.107.82,tor-exit-proxy.donategrid.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-11-15,WEDOS - CZ,197019,20,[2a02:2b88:2:2::5149:1]:443
radia0,FR,10021,335,91.121.230.208,relay0.radia.tor-relays.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-08-10,OVH - FR,16276,31500,[2001:41d0:d:22a6::1:0]:9001
niftypedetidae,FR,9968,459,178.32.24.196,178.32.24.196,80,443,0,1,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-09-22,OVH - FR,16276,28400,None
Andromeda,CA,9960,257,144.217.161.119,tor-exit.clutterbuck.uk,8081,8080,0,1,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-12-24,OVH - FR,16276,20,None
TotallyNinja,GB,9941,703,185.21.217.13,thisis.feralhosting.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2016-09-10,FERAL Feral Hosting- GB,200052,48400,None
HORUS1,DE,9915,112,85.10.203.171,sekhmet.horus-it.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-08-04,HETZNER-AS - DE,24940,33800,[2a01:4f8:a0:43ae::7]:9001
Unnamed,GB,9890,3533,89.16.176.158,pyramid.3dmarcomms.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-04-08,BYTEMARK-AS - GB,35425,44000,None
radia4,FR,9849,335,91.121.230.216,relay4.radia.tor-relays.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-08-10,OVH - FR,16276,37100,[2001:41d0:d:22a6::1:8]:9001
plup,DE,9836,1594,46.19.93.212,46.19.93.212,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-08-06,X23 - DE,47277,38500,None
Richie,DE,9820,1688,217.79.178.60,richie,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2014-07-11,MYLOC-AS - DE,24961,45400,None
Unnamed,FR,9785,1856,164.132.104.166,166.ip-164-132-104.eu,9091,None,0,1,1,1,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-10-18,OVH - FR,16276,18900,None
cobretti,NL,9744,467,5.39.218.131,5.39.218.131,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-01-15,HOSTKEY-AS - NL,57043,50700,None
idideditTheconfig,FR,9740,334,51.15.37.97,97-37-15-51.rev.cloud.scaleway.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-11-03,AS12876 - FR,12876,20,None
schuehlein,BG,9736,374,130.185.250.76,130.185.250.76,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-06,GLOBALLAYER - NL,49453,48200,None
InFlames,FR,9706,164,195.154.165.112,195-154-165-112.rev.poneytelecom.eu,8443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-10-20,AS12876 - FR,12876,54900,None
giorgetti,NL,9582,6418,217.23.15.200,customer.worldstream.nl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-02-03,WORLDSTREAM +++ Transit Imports- NL,49981,5670,None
TotorBE1,FR,9581,307,5.39.33.176,ip176.ip-5-39-33.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-22,OVH - FR,16276,37300,None
Doedel26,DE,9561,798,178.254.20.134,rv1131.1blu.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2015-05-16,EVANZOAS - DE,42730,47100,None
caucas,DE,9558,2654,85.25.103.69,atlantic850.dedicatedpanel.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-05-03,PLUSSERVER-AS - DE,8972,65200,None
xmission,US,9554,3034,166.70.207.2,this.is.a.tor.node.xmission.com,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2011-11-04,XMISSION - XMission- L.C.- US,6315,18300,None
Unnamed,FR,9545,106,5.196.239.114,tor.ebait.org,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-01-08,OVH - FR,16276,30200,None
AVUSBerlin01,DE,9525,36,213.61.66.118,213.61.66.118,9001,9031,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-01-15,COLT - GB,8220,47600,None
relaycumlaude,FR,9495,2095,164.132.209.131,ip131.ip-164-132-209.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-08-19,OVH - FR,16276,47600,None
torlesnet2,CA,9432,6699,199.87.154.251,torlesnet2.relay.coldhak.com,9001,80,0,1,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-06-23,LESNET - LES.NET- CA,18451,31600,None
wagner,DE,9422,832,185.130.207.151,185.130.207.151,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-06-15,ASDETUK http://www.host1plus.com- GB,61317,44900,None
kramse3,DK,9412,392,185.129.60.131,tor03.zencurity.dk,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-07-25,ZENCURITY-NET - DK,57860,21900,[2a06:d380:0:3065::131]:9001
jugbox2,GB,9400,10638,178.62.36.64,178.62.36.64,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-10-06,DIGITALOCEAN-ASN-2 - GB,202109,55700,None
TykRelay03,DE,9393,559,178.63.198.113,torrelay.haze.tyknet.dk,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-03,HETZNER-AS - DE,24940,46100,None
watchme,FR,9379,323,62.210.81.52,s89-paris.cloud-center.ro,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.8.9 on OpenBSD,0,0,2015-06-27,AS12876 - FR,12876,36200,None
belphegor,GB,9331,540,178.62.107.194,belphegor.notsaved.org,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-11-01,DIGITALOCEAN-ASN-2 - GB,202109,64800,None
Unnamed,FR,9331,252,92.222.81.196,196.ip-92-222-81.eu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-24,OVH - FR,16276,23700,None
DunphysTorRelay,FR,9304,1714,62.210.213.17,mail.meurisse.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-12,AS12876 - FR,12876,44900,[2001:bc8:3cbf::702]:9001
proton,DE,9279,1290,138.201.211.234,static.234.211.201.138.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-09-14,HETZNER-AS - DE,24940,47300,None
tor2multisec,NO,9276,13,193.90.12.87,tor-2.multisec.no,9002,None,0,1,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2013-05-29,ASN-CATCHCOM - NO,2116,30300,None
ChickenLiver,GB,9237,59,178.62.112.71,178.62.112.71,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-02-09,DIGITALOCEAN-ASN-2 - GB,202109,48000,None
Unnamed,DE,9171,542,89.163.159.44,srv1.tor.dus.chaos-it.net,8080,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2016-01-13,UNITEDCOLO-AS - DE,13301,53600,None
torrelayautobahn,NL,9165,255,94.75.232.242,autobahn.tsrvr.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on FreeBSD,0,0,2016-06-24,LEASEWEB-NL Netherlands- NL,60781,8350,None
plup,DE,9073,1594,46.19.93.216,46.19.93.216,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-08-06,X23 - DE,47277,32600,None
niftychipmunk,GB,9035,750,185.21.217.29,thisis.feralhosting.com,13370,13371,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-08-28,FERAL Feral Hosting- GB,200052,80700,None
birnenpfeffimitzimt,DE,9034,29,212.21.66.6,tor-exit-4.all.de,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-05-17,DHOSTING-NET - DE,44716,46200,[2001:bf0:666::666]:8080
bakunin2,SE,9003,304,178.16.208.59,cust-178.16.20859.i2b.se,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-10-01,SITABINFRA-NORDIC-AS - NO,50989,38700,[2a00:1c20:4089:1234:bff6:e1bb:1ce3:8dc6]:443
justdoingmypart,DE,8971,607,89.163.217.38,89.163.217.38,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2015-10-25,MYLOC-AS - DE,24961,44100,None
pablobm005,DE,8945,133,46.101.237.246,46.101.237.246,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2016-03-03,DIGITALOCEAN-GERMANY - DE,201229,51600,[2a03:b0c0:3:d0::208:5001]:9050
PartitoPirata,NL,8937,3185,188.166.16.91,pad.partito-pirata.it,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2015-03-06,DIGITALOCEAN-ASN-3 - NL,202018,20,None
